Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,242,Current,Gas Smart Meter,1192,1111,12,11,11111211,01A900C0,SMETS V2.0,GBCS Version 1.1,4C5B1C421601265975A24DF26596C8A1D09698C3127B8BEFD9E467C19F66B0D3
Version 2.051 Issued on 21-09-2022,243,Current,Pre-Payment Interface Device,10E0,0009,6,00,00090600,00010400,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,244,Current,Pre-Payment Interface Device,10E0,0008,8,00,00080800,00020500,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,245,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00060408,SMETS V3.1,GBCS Version 2.1,F935FA4568649C95DCCAAACA034198595B923EA60C0B187831A882204575992D
Version 2.051 Issued on 21-09-2022,246,Current,Communications Hub,106C,4331,0,AE,433100AE,1260A11E,CHTS V1.0,GBCS Version 1.1,1FA0E033D36E707AF2FD32B5E28FBB17ADC0695BFF320B38F1282E54A815261C
Version 2.051 Issued on 21-09-2022,247,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,248,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,249,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,250,Current,Communications Hub,1086,5431,NaN,52,54311F52,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,251,Current,Communications Hub,1086,5432,20,52,54322052,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,252,Current,Communications Hub,1086,5434,21,52,54342152,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,253,Current,Communications Hub,1072,5731,1,01,57310101,02140003,CHTS V1.0,GBCS Version 1.1,DB2BF5BE4F282810301EBDBFE21B3A70A17AE7224B18CA9776EEE595F58318AE
Version 2.051 Issued on 21-09-2022,254,Current,Gas Smart Meter,1015,09B3,32,00,09B33200,12030A09,SMETS V3.1,GBCS Version 2.1,35CE324E302424E0AF8581DB8720634F119A194CD9CA87203A25D7F6E96EAD40
Version 2.051 Issued on 21-09-2022,255,Current,Gas Smart Meter,1015,09B3,37,00,09B33700,12030A09,SMETS V3.1,GBCS Version 2.1,35CE324E302424E0AF8581DB8720634F119A194CD9CA87203A25D7F6E96EAD40
Version 2.051 Issued on 21-09-2022,256,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,04030100,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,257,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,80470000,"SMETS V2.0 ","GBCS Version 1.1 ",
Version 2.051 Issued on 21-09-2022,258,Current,Pre-Payment Interface Device,10E0,000C,6,00,000C0600,00010100,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,259,Current,Communications Hub,1086,5431,22,52,54312252,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,260,Current,Communications Hub,1086,5432,23,52,54322352,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,261,Current,Communications Hub,1086,5434,24,52,54342452,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,262,Current,Single Element Electricity Metering Equipment,106C,10E1,NaN,00,10E1A100,0105AB00,SMETS V2.0,GBCS Version 1.1,393A923588AF9574B3D5BB43F532320779DD8A4BE06EB813C2166EA3976D86CC
Version 2.051 Issued on 21-09-2022,263,Current,Single Element Electricity Metering Equipment,106C,10E2,NaN,00,10E2A100,0105AB00,SMETS V2.0,GBCS Version 1.1,393A923588AF9574B3D5BB43F532320779DD8A4BE06EB813C2166EA3976D86CC
Version 2.051 Issued on 21-09-2022,264,Current,Gas Smart Meter,106C,10F2,NaN,00,10F2A100,0108AB00,SMETS V2.0,GBCS Version 1.1,E2494EB35409BC818C345BA6B831C0E86B48F687346C7CA95F56DCFFD0D16F7C
Version 2.051 Issued on 21-09-2022,265,Current,Single Element Electricity Metering Equipment,1057,0000,2,01,00000201,0234F168,SMETS V2.0,GBCS Version 1.1,D879CF9D1D0F4F83B76CFF36B2139CADE28001A5D50E1EF060FBBD0CDD8E36A2
Version 2.051 Issued on 21-09-2022,266,Current,Pre-Payment Interface Device,10E0,0009,6,00,00090600,00010500,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,267,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00021101,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,268,Current,Communications Hub,1057,0110,1,10,01100110,2EDBE509,SMETS V1.2,GBCS Version 0.0,2CA4A444F94883C702A1F874B08814FDC20509AF2DE217C36282D5E04C86830E
Version 2.051 Issued on 21-09-2022,269,Current,Communications Hub,1057,0110,1,10,01100110,2EDBE909,SMETS V1.2,GBCS Version 0.0,7A7F10142808EF022EBD799CC27762393FA4E83F9C8F66FA7C43B91E8659AB1D
Version 2.051 Issued on 21-09-2022,270,Current,Single Element Electricity Metering Equipment,1057,0300,1,01,03000101,0401D8C9,SMETS V1.2,GBCS Version 0.0,EC9E8111584FDAE88912DE2CDD9C01E646000C217BCF14ABF4955B8799B0E284
Version 2.051 Issued on 21-09-2022,271,Current,Single Element Electricity Metering Equipment,1057,0300,1,01,03000101,0401EB5A,SMETS V1.2,GBCS Version 0.0,D9CDD82BD3BE2DE968C7E261B976F9BD9FF37F6F2BC5ED8262701118F55DCE67
Version 2.051 Issued on 21-09-2022,272,Current,Gas Smart Meter,1057,0573,0,00,05730000,00000446,SMETS V1.2,GBCS Version 0.0,F16809038A5B00827AC75EFAF869C55DD5CDA63E1BEC747AD542BD9B1702FA58
Version 2.051 Issued on 21-09-2022,273,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,01430000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,274,Current,Single Element Electricity Metering Equipment,1063,0005,2,02,00050202,38031200,SMETS V2.0,GBCS Version 1.1,909D05AF93BE4D5FB52EA14169E667A60C4B545EB120349EB845EAC49E75B131
Version 2.051 Issued on 21-09-2022,275,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38031200,SMETS V2.0,GBCS Version 1.1,909D05AF93BE4D5FB52EA14169E667A60C4B545EB120349EB845EAC49E75B131
Version 2.051 Issued on 21-09-2022,276,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,277,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,278,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,279,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,04000000,SMETS V3.1,GBCS Version 2.1,1DBCBF23083B013F24D2A2E340D4EDC88D704E8DFA8DD4CC60CC076B6D02C3D6
Version 2.051 Issued on 21-09-2022,280,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,04000000,SMETS V3.1,GBCS Version 2.1,ACE183DB64283428D57A978DECE03643700ACB4191996DDBB4A9F92FC3497031
Version 2.051 Issued on 21-09-2022,281,Current,Single Element Electricity Metering Equipment,106C,10E2,NaN,00,10E2A100,0105AC00,SMETS V2.0,GBCS Version 1.1,CC81B0E2D4434F5993671573590D41B9CDFD814E3951F363FE81E8D1E8BFF514
Version 2.051 Issued on 21-09-2022,282,Current,Single Element Electricity Metering Equipment,106C,12E2,NaN,00,12E2A100,0105AC00,SMETS V2.0,GBCS Version 1.1,CC81B0E2D4434F5993671573590D41B9CDFD814E3951F363FE81E8D1E8BFF514
Version 2.051 Issued on 21-09-2022,283,Current,Pre-Payment Interface Device,10E0,0009,6,00,00090600,00010600,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,284,Current,Pre-Payment Interface Device,1090,0008,1,00,00080100,05040000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,285,Current,Communications Hub,1072,5731,1,00,57310100,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,286,Current,Communications Hub,1072,5731,1,01,57310101,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,287,Current,Communications Hub,1072,5731,1,02,57310102,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,288,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AB00C0,SMETS V2.0,GBCS Version 1.1,062AE3232D22C1D19F53C9D1959D8FB9625BB7703954E99DE16994E7333388E1
Version 2.051 Issued on 21-09-2022,289,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AB00C0,SMETS V2.0,GBCS Version 1.1,062AE3232D22C1D19F53C9D1959D8FB9625BB7703954E99DE16994E7333388E1
Version 2.051 Issued on 21-09-2022,290,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AD00C0,SMETS V2.0,GBCS Version 1.1,9866CE8A5D951D0051D127B790A1C928E5F7D5EAB20BA1D14A7D44ED658EC5A1
Version 2.051 Issued on 21-09-2022,291,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AD00C0,SMETS V2.0,GBCS Version 1.1,9866CE8A5D951D0051D127B790A1C928E5F7D5EAB20BA1D14A7D44ED658EC5A1
Version 2.051 Issued on 21-09-2022,292,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099416,SMETS V2.0,GBCS Version 1.1,D95187D0364B252641DFF95A8D0779A567F7E0FFE9380E08337277FDE9239958
Version 2.051 Issued on 21-09-2022,293,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,294,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,295,Current,Single Element Electricity Metering Equipment,118F,0000,2,01,00000201,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,296,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,297,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,298,Current,Pre-Payment Interface Device,10E0,0008,8,00,00080800,00020600,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,299,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,300,Current,Gas Smart Meter,123E,0000,3,00,00000300,01080605,SMETS V4.2,GBCS Version 3.2,32447FF7D7C42A09675D96F4C147FFEA27BDE2319AC9C97CBCBE07D85B0CF3D9
Version 2.051 Issued on 21-09-2022,301,Current,Single Element Electricity Metering Equipment,1057,0000,2,01,00000201,0234F2AE,SMETS V2.0,GBCS Version 1.1,690E03D882BC2A1FD4B8F2E7BC375324F4B5D69224708EC3AB47E54F1E3097AE
Version 2.051 Issued on 21-09-2022,302,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,04070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,303,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,12099616,SMETS V2.0,GBCS Version 1.1,E2998C580804B336E70F78379A824586E2D13A7E85DDAA512ABFBB20F11F32A0
Version 2.051 Issued on 21-09-2022,304,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099616,SMETS V2.0,GBCS Version 1.1,E2998C580804B336E70F78379A824586E2D13A7E85DDAA512ABFBB20F11F32A0
Version 2.051 Issued on 21-09-2022,305,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00020801,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,306,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AE00C0,SMETS V2.0,GBCS Version 1.1,42F498A98035A5EEA3F71FF7919DC488120A7C8DE571A42D2508C87C08D8DBC7
Version 2.051 Issued on 21-09-2022,307,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AE00C0,SMETS V2.0,GBCS Version 1.1,42F498A98035A5EEA3F71FF7919DC488120A7C8DE571A42D2508C87C08D8DBC7
Version 2.051 Issued on 21-09-2022,308,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,049B045C,SMETS V2.0,GBCS Version 1.1,1EF9DE24236A173B11270DB74C44CDC1FBF382885470E13310633C69E522089D
Version 2.051 Issued on 21-09-2022,309,Current,Communications Hub,106C,4331,0,AE,433100AE,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,310,Current,Communications Hub,106C,4331,0,AC,433100AC,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,311,Current,Communications Hub,106C,4331,0,AD,433100AD,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,312,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,049B045C,SMETS V2.0,GBCS Version 1.1,1EF9DE24236A173B11270DB74C44CDC1FBF382885470E13310633C69E522089D
Version 2.051 Issued on 21-09-2022,313,Current,Communications Hub,1072,5731,1,00,57310100,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,314,Current,Communications Hub,1072,5731,1,01,57310101,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,315,Current,Communications Hub,1072,5731,1,02,57310102,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,316,Current,Single Element Electricity Metering Equipment,1057,0000,1,01,00000101,0134F2AE,SMETS V2.0,GBCS Version 1.1,A1145FC0C07B313DA1F847A7F636AADD3F05BB27EA3DAFCBB114EB23E87B8681
Version 2.051 Issued on 21-09-2022,317,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,318,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,319,Current,Single Element Electricity Metering Equipment,118F,0000,2,01,00000201,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,320,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,321,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,322,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,323,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,324,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,325,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,326,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,327,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,328,Current,Pre-Payment Interface Device,10E0,0002,0,02,00020002,00011100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,329,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,00E70000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,330,Current,Pre-Payment Interface Device,1090,0009,1,00,00090100,05030000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,331,Current,Pre-Payment Interface Device,1090,0008,1,00,00080100,05070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,332,Current,Pre-Payment Interface Device,1090,0009,1,00,00090100,05070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,333,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,334,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,335,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,336,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,337,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,338,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,339,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00020700,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,340,Current,Single Element Electricity Metering Equipment,1063,0005,2,02,00050202,38031302,SMETS V2.0,GBCS Version 1.1,00F59203E72695EAACF98A28106EB357A2BB4D403AEB8D35771760B3166F9F58
Version 2.051 Issued on 21-09-2022,341,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38031302,SMETS V2.0,GBCS Version 1.1,00F59203E72695EAACF98A28106EB357A2BB4D403AEB8D35771760B3166F9F58
Version 2.051 Issued on 21-09-2022,342,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AF00C0,SMETS V2.0,GBCS Version 1.1,0F68842B541EA89EA2D5CC628AC74FE65C5BC5B7A55EA0A933788FF8D2B5E1AD
Version 2.051 Issued on 21-09-2022,343,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AF00C0,SMETS V2.0,GBCS Version 1.1,0F68842B541EA89EA2D5CC628AC74FE65C5BC5B7A55EA0A933788FF8D2B5E1AD
Version 2.051 Issued on 21-09-2022,344,Current,Single Element Electricity Metering Equipment,1063,0003,2,01,00030201,24031302,SMETS V2.0,GBCS Version 1.1,344766C8A750EF1DFE896FA7677F78135E97F1F08BD7C06929ED3FB75E5F715F
Version 2.051 Issued on 21-09-2022,345,Current,Single Element Electricity Metering Equipment,1063,0003,2,02,00030202,24031302,SMETS V2.0,GBCS Version 1.1,344766C8A750EF1DFE896FA7677F78135E97F1F08BD7C06929ED3FB75E5F715F
Version 2.051 Issued on 21-09-2022,346,Current,Gas Smart Meter,1028,C901,NaN,00,C901A500,0109AC00,SMETS V2.0,GBCS Version 1.1,61525EE62B678CB44537D3CE2A14AB9E84FA5375760F363C9DD7DBA0218FBAF6
Version 2.051 Issued on 21-09-2022,347,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,05000000,SMETS V4.2,GBCS Version 3.2,EB6EC08AA122F77E44D161074A6CD8106864CFAA84FF5A80905D1AF47AFC12B9
Version 2.051 Issued on 21-09-2022,348,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,05000000,SMETS V4.2,GBCS Version 3.2,343C39640763E5FA095675F4752D4A35BE745179DADB369F85951007D2B48BBE
Version 2.051 Issued on 21-09-2022,349,Current,Gas Smart Meter,1057,0575,1,01,05750101,00020211,SMETS V2.0,GBCS Version 1.1,FB88DAE9BAFC921CEDF77ECE4BC31CE7206A8BFEED0305A0E37A8F262CFA82BF
Version 2.051 Issued on 21-09-2022,350,Current,Gas Smart Meter,1057,0575,1,02,05750102,00020211,SMETS V2.0,GBCS Version 1.1,FB88DAE9BAFC921CEDF77ECE4BC31CE7206A8BFEED0305A0E37A8F262CFA82BF
Version 2.051 Issued on 21-09-2022,351,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,804B0000,SMETS V2.0,GBCS Version 1.1,
Version 2.051 Issued on 21-09-2022,352,Current,Single Element Electricity Metering Equipment,106C,10E1,NaN,00,10E1A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,353,Current,Single Element Electricity Metering Equipment,106C,10E2,NaN,00,10E2A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,354,Current,Gas Smart Meter,106C,10F2,NaN,00,10F2A100,0309B600,SMETS V4.2,GBCS Version 3.2,735DCD64887CBFF773D1843391597C60A5F826B5284E39A51ED84D3B20AC1414
Version 2.051 Issued on 21-09-2022,355,Current,Gas Smart Meter,1063,4772,1,01,47720101,03033251,SMETS V4.2,GBCS Version 3.2,D81B47D282D32AB47631E8F5EC7D8EA36E475B706FA2D12A411E8C158CD35FAB
Version 2.051 Issued on 21-09-2022,356,Current,Single Element Electricity Metering Equipment,106C,12E2,NaN,00,12E2A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,357,Current,Pre-Payment Interface Device,10E0,000B,1,00,000B0100,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,358,Current,Pre-Payment Interface Device,10E0,0009,1,00,00090100,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,359,Current,Pre-Payment Interface Device,10E0,000E,0,01,000E0001,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,360,Current,Polyphase Electricity Metering Equipment,118F,0000,6,01,00000601,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,361,Current,Polyphase Electricity Metering Equipment,118F,0000,7,01,00000701,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,362,Current,Polyphase Electricity Metering Equipment,118F,0000,8,01,00000801,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,363,Current,Communications Hub,106C,4331,0,AC,433100AC,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
Version 2.051 Issued on 21-09-2022,364,Current,Communications Hub,106C,4331,0,AD,433100AD,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
